data,praca,classe,web,ifood,call,android,iphone,total,precipitac,tempmax,tempmin,tempmed,umidade,insolacao,diasemana,diasem,mes,desserts,pizzas,beverage, cbmaker ,combos,sfiha, kit1 , kit2 ,snack,pastas,dishes,promotion,savory, salads ,range
21/03/2018,SAO PAULO,,0,0,0,0,0,47832,50.1,27,19.5,22.4,79.25,2.6,WED,1,2,2657,956,1476, -   ,1037,26240, 30 , 3 ,664,357,422,5079,8871, 40 ,Range-17
21/04/2018,SAO PAULO,,0,0,0,0,0,70533,0,26.3,13.8,19.24,65.75,9.2,SAT,3,2,4648,4295,3031, 41 ,5935,33581, 30 , 10 ,2009,694,738,0,15489, 32 ,Range-33
21/05/2018,SAO PAULO,,0,0,0,0,0,36651,0,21.5,9.3,14.94,65.75,8.5,MON,1,2,2029,162,1221, 11 ,1863,22853, 15 , 5 ,601,381,316,0,7166, 28 ,Range-12
21/06/2018,SAO PAULO,,0,0,0,0,0,37275,0,25.4,14,19.84,58,7.9,TUR,1,3,2718,234,1490, 20 ,3647,16958, 30 , 2 ,832,424,430,0,10447, 43 ,Range-18
21/07/2018,SAO PAULO,,0,0,0,0,0,58578,0,28.1,15.7,19.68,72.5,5.3,SAT,3,1,3967,724,2384, 98 ,5548,30835, 41 , 5 ,1657,519,585,0,12179, 36 ,Range-28
21/08/2018,SAO PAULO,,0,0,0,0,0,30803,0,28.8,14.2,19.04,64.75,8.4,TUE,1,2,2094,103,1121, -   ,2022,16943, 15 , 3 ,445,271,339,0,7410, 37 ,Range-13
21/09/2018,SAO PAULO,,0,0,0,0,0,57290,7.1,27.7,17.4,20.82,78.25,0,FRI,3,2,3901,310,2271, 8 ,5119,31837, 33 , 4 ,1512,423,520,0,11325, 27 ,Range-27
21/10/2018,SAO PAULO,,0,0,0,0,0,50351,0,22,12.8,16.98,70,0,SUN,2,2,4297,283,2121, 1 ,5033,26174, 50 , 14 ,1506,660,478,0,9705, 29 ,Range-30
21/11/2018,SAO PAULO,,0,0,0,0,0,31396,0,20.4,15.1,17.88,84.5,0,WED,1,2,1989,83,1141, 1 ,1962,17356, 14 , 1 ,521,274,221,0,7811, 22 ,Range-12
21/12/2018,SAO PAULO,,0,0,0,0,0,73104,0,32.2,22.3,26.58,65,0,FRI,3,3,3369,310,2581, 14 ,5924,44919, 52 , 5 ,1528,461,506,0,13400, 35 ,Range-23
22/01/2018,SAO PAULO,,0,0,0,0,0,48770,8.8,31.8,19.6,25.2,70,8.8,MON,1,3,1750,195,1507, -   ,543,33842, 15 , -   ,1021,429,308,0,9127, 33 ,Range-10
22/02/2018,SAO PAULO,,0,0,0,0,0,42688,0,30.2,20.4,23.72,86,7,TUR,1,1,1960,189,1428, -   ,1160,26441, 17 , 3 ,985,463,457,0,9548, 37 ,Range-12
22/03/2018,SAO PAULO,,0,0,0,0,0,51646,5.4,26.4,19.8,22.12,80.5,2.2,TUR,1,2,2822,1139,1595, -   ,1224,27438, 33 , 6 ,769,428,445,5836,9875, 36 ,Range-19
22/04/2018,SAO PAULO,,0,0,0,0,0,54815,0,26.3,15.8,20.24,74.25,9.2,SUN,2,2,4160,3365,2635, 44 ,3858,25144, 36 , 8 ,1755,937,829,0,11994, 50 ,Range-29
22/05/2018,SAO PAULO,,0,0,0,0,0,38218,0,24.6,9.7,15.36,73.5,8.6,TUE,1,2,1811,168,1196, 13 ,1966,23766, 14 , 7 ,544,416,297,0,8003, 17 ,Range-11
22/06/2018,SAO PAULO,,0,0,0,0,0,61253,0,24.6,15,19.12,59.75,5.1,FRI,3,3,4379,450,2403, 54 ,7102,31045, 89 , 8 ,1431,518,559,0,13181, 34 ,Range-31
22/07/2018,SAO PAULO,,0,0,0,0,0,46064,0,22.1,15,17.52,79.5,2,SUN,2,1,4051,512,2010, 47 ,3775,23347, 32 , 8 ,1388,677,562,0,9621, 34 ,Range-28
22/08/2018,SAO PAULO,,0,0,0,0,0,33577,0,26.5,14.9,19.88,64.75,3.9,WED,1,2,2087,115,1136, 2 ,2133,18889, 21 , 5 ,519,274,306,0,8061, 29 ,Range-13
22/09/2018,SAO PAULO,,0,0,0,0,0,62111,0,28.8,15.9,21.44,63.75,0,SAT,3,2,4429,377,2407, 4 ,6355,33744, 47 , 4 ,1860,483,515,0,11855, 31 ,Range-31
22/10/2018,SAO PAULO,,0,0,0,0,0,32776,0,28.3,15.2,19.6,70.75,0,MON,1,2,1863,121,1360, -   ,1929,18104, 17 , 6 ,646,308,263,905,7238, 16 ,Range-11
22/11/2018,SAO PAULO,,0,0,0,0,0,33819,0,28.8,17.5,22.54,70,9.5,TUR,1,2,2055,121,1493, -   ,2836,16605, 25 , 3 ,735,328,256,0,9349, 13 ,Range-13
22/12/2018,SAO PAULO,,0,0,0,0,0,73127,0,33,21.7,26.54,57.75,0,SAT,3,3,3502,332,2429, 3 ,6476,43530, 37 , 10 ,1673,536,571,0,13996, 32 ,Range-24
23/01/2018,SAO PAULO,,0,0,0,0,0,45770,4,32,21,25.3,76,6.6,TUE,1,3,2110,139,1342, -   ,460,30646, 8 , 2 ,940,383,325,0,9366, 49 ,Range-13
23/02/2018,SAO PAULO,,0,0,0,0,0,52470,9,27.3,19.3,22.2,79,7.8,FRI,3,1,2722,382,2089, -   ,3044,28378, 30 , 3 ,1657,572,663,0,12879, 51 ,Range-18
23/03/2018,SAO PAULO,,0,0,0,0,0,68841,0,30,20.2,23.88,75.25,6,FRI,3,2,4238,1963,2439, -   ,3545,32168, 56 , 9 ,1444,499,674,9291,12482, 33 ,Range-30
23/04/2018,SAO PAULO,,0,0,0,0,0,36561,0,26.7,16.7,20.58,72.5,6.7,MON,1,2,1848,1269,1334, 16 ,1305,20924, 21 , 8 ,671,394,366,0,8374, 31 ,Range-11
23/05/2018,SAO PAULO,,0,0,0,0,0,39938,0,22.2,11.4,15.7,74.25,6,WED,1,2,2164,187,1261, 13 ,2073,24612, 16 , 3 ,573,385,322,0,8302, 27 ,Range-14
23/06/2018,SAO PAULO,,0,0,0,0,0,53950,0,26.4,14.6,20.28,60.25,6.8,SAT,3,3,3723,420,2127, 41 ,6713,27587, 62 , 11 ,1400,596,605,0,10620, 45 ,Range-26
23/07/2018,SAO PAULO,,0,0,0,0,0,31109,0,25.5,14.9,19.52,62.25,5.6,MON,1,1,2092,262,1278, 27 ,1624,17621, 14 , 2 ,744,312,299,0,6792, 42 ,Range-13
23/08/2018,SAO PAULO,,0,0,0,0,0,30622,0,27.7,16.2,22.16,56,7.8,TUR,1,2,2084,142,1214, 4 ,2668,14921, 25 , 3 ,557,278,326,0,8366, 34 ,Range-13
23/09/2018,SAO PAULO,,0,0,0,0,0,49940,0,32.4,16.4,23.26,46.75,0,SUN,2,2,3726,284,2162, 2 ,4627,26693, 42 , 5 ,1553,628,582,0,9593, 43 ,Range-26
23/10/2018,SAO PAULO,,0,0,0,0,0,32189,0,30.2,16,21.7,74.25,0,TUE,1,2,1798,102,1394, 1 ,1838,17235, 15 , 5 ,602,243,209,953,7769, 25 ,Range-11
23/11/2018,SAO PAULO,,0,0,0,0,0,90542,13.1,29.5,18.6,23.06,70.75,8.1,FRI,3,2,3614,280,2799, 4 ,5696,30963, 48 , 8 ,1281,400,388,34463,10572, 26 ,Range-25
23/12/2018,SAO PAULO,,0,0,0,0,0,63383,0.4,30.2,21,23.88,76.25,0,SUN,2,3,3129,279,2125, 3 ,5638,36706, 44 , 6 ,1546,707,570,0,12605, 25 ,Range-21
24/01/2018,SAO PAULO,,0,0,0,0,0,66689,4.2,33.7,20.6,25.92,69,4.6,WED,1,3,2725,241,1875, -   ,1471,45532, 27 , -   ,1201,384,419,0,12782, 32 ,Range-18
24/02/2018,SAO PAULO,,0,0,0,0,0,64211,0,27.5,17.8,22.08,70,10.3,SAT,3,1,3282,432,2234, -   ,3845,35360, 55 , 3 ,1931,747,720,0,15547, 55 ,Range-22
24/03/2018,SAO PAULO,,0,0,0,0,0,77276,0,30.3,20.1,25.02,67.5,10.6,SAT,3,2,4564,2421,2666, -   ,4072,35616, 62 , 6 ,1531,609,742,10858,14076, 53 ,Range-32
24/04/2018,SAO PAULO,,0,0,0,0,0,37632,0,27,17.1,21.02,68.75,7.9,TUE,1,2,1794,1309,1424, 16 ,1311,21704, 8 , 4 ,665,423,363,0,8578, 33 ,Range-11
24/05/2018,SAO PAULO,,0,0,0,0,0,43340,0,22.9,12.5,16.74,76.25,6.7,TUR,1,2,2397,214,1370, 12 ,2242,26357, 16 , 6 ,686,507,400,0,9100, 33 ,Range-15
24/06/2018,SAO PAULO,,0,0,0,0,0,46709,0,28.5,17.5,20.72,67,7.4,SUN,2,3,4296,368,1987, 36 ,5439,22095, 43 , 6 ,1222,740,648,0,9792, 37 ,Range-30
24/07/2018,SAO PAULO,,0,0,0,0,0,31416,0,20.5,14.1,16.78,82,0.2,TUE,1,1,2008,269,1123, 30 ,1472,17697, 15 , 7 ,653,312,271,0,7536, 23 ,Range-12
24/08/2018,SAO PAULO,,0,0,0,0,0,56046,0,29.7,17.7,22.74,50.25,4.8,FRI,3,2,3935,328,2118, 5 ,5723,31017, 58 , 9 ,1080,309,517,0,10902, 45 ,Range-27
24/09/2018,SAO PAULO,,0,0,0,0,0,29861,0,33.5,16.5,22.68,61,0,MON,1,2,1698,130,1236, 1 ,1796,16535, 16 , 6 ,652,261,207,0,7302, 21 ,Range-10
24/10/2018,SAO PAULO,,0,0,0,0,0,43210,3,19.5,17.2,18.28,88.75,0,WED,1,2,2524,104,2143, 4 ,1741,21615, 34 , 5 ,621,281,288,6345,7486, 19 ,Range-16
24/11/2018,SAO PAULO,,0,0,0,0,0,68302,9.2,25.8,19.4,21.52,77.75,2.5,SAT,3,2,4810,411,2677, 4 ,7800,36670, 56 , 8 ,1675,564,491,0,13086, 50 ,Range-34
24/12/2018,SAO PAULO,,0,0,0,0,0,15385,18.2,28.4,21.1,22.7,85.5,0,MON,1,3,616,58,520, -   ,1150,7892, 7 , 2 ,363,272,257,0,4234, 14 ,Range-01
25/01/2018,SAO PAULO,,0,0,0,0,0,84025,0,29.7,20.6,24.26,82,6.2,TUR,1,3,3605,359,2595, -   ,2173,56623, 32 , 1 ,1772,656,755,0,15393, 61 ,Range-25
25/02/2018,SAO PAULO,,0,0,0,0,0,46878,0,26.8,17.6,21.84,76,7.3,SUN,2,1,3323,324,1980, -   ,2639,24042, 28 , 4 ,1489,873,780,0,11336, 60 ,Range-23
25/03/2018,SAO PAULO,,0,0,0,0,0,60921,0,30.2,20.6,25.88,56.5,11.3,SUN,2,2,3936,2072,2442, -   ,2741,25370, 36 , 6 ,1282,741,769,10511,10959, 56 ,Range-27
25/04/2018,SAO PAULO,,0,0,0,0,0,44422,0,28.2,17.8,21.56,70.75,6.8,WED,1,2,2384,1555,1559, 28 ,1519,26094, 10 , 5 ,827,344,385,0,9685, 27 ,Range-15
25/05/2018,SAO PAULO,,0,0,0,0,0,49317,0,22.8,12.1,17.44,76.75,2.5,FRI,3,2,4071,462,2069, 29 ,6351,23798, 42 , 5 ,1292,509,609,0,10042, 38 ,Range-29
25/06/2018,SAO PAULO,,0,0,0,0,0,30082,0,27.2,15.9,21.14,51.25,8.4,MON,1,3,2001,166,1150, 6 ,2221,15938, 25 , 1 ,596,353,365,0,7231, 29 ,Range-12
25/07/2018,SAO PAULO,,0,0,0,0,0,34329,0,23.8,14.9,17.84,77,4.6,WED,1,1,2008,250,1179, 16 ,1625,20151, 13 , -   ,672,294,283,0,7812, 26 ,Range-12
25/08/2018,SAO PAULO,,0,0,0,0,0,63060,8.8,22.4,16.3,18.06,81.75,0,SAT,3,2,4738,368,2232, 4 ,6601,34673, 63 , 6 ,1197,456,641,0,12047, 34 ,Range-34
25/09/2018,SAO PAULO,,0,0,0,0,0,30934,0,26.4,16.4,20.94,74.25,0,TUE,1,2,1789,86,1167, 8 ,1698,17851, 14 , -   ,649,238,280,0,7133, 21 ,Range-11
25/10/2018,SAO PAULO,,0,0,0,0,0,40535,17.6,21.4,17.2,19.16,91,0,TUR,1,2,2563,135,2274, 1 ,2257,15811, 28 , 1 ,691,388,351,7617,8392, 26 ,Range-17
25/11/2018,SAO PAULO,,0,0,0,0,0,51979,7.1,24.5,18.8,20.46,87.25,1.2,SUN,2,2,4545,267,2273, 3 ,5385,26522, 41 , 2 ,1272,766,571,0,10303, 29 ,Range-32
25/12/2018,SAO PAULO,,0,0,0,0,0,63146,7,24.2,19.3,20.86,86,0,TUE,1,3,3359,405,2209, -   ,3974,38867, 41 , 6 ,1520,324,291,0,12146, 4 ,Range-23
26/01/2018,SAO PAULO,,0,0,0,0,0,51765,0,24.8,19.8,21.88,85,1.2,FRI,3,3,3048,349,1904, -   ,2799,29128, 37 , 5 ,1626,521,620,0,11692, 36 ,Range-20
26/02/2018,SAO PAULO,,0,0,0,0,0,41636,0,27.2,19.6,22.2,88,1.1,MON,1,1,1738,183,1464, -   ,1232,24960, 12 , 4 ,910,428,417,0,10257, 31 ,Range-10
26/03/2018,SAO PAULO,,0,0,0,0,0,43902,0,28.2,21.6,23.44,81.75,1.3,MON,1,2,2283,1021,1501, 3 ,1080,22529, 21 , 9 ,545,375,376,5467,8647, 45 ,Range-14
26/04/2018,SAO PAULO,,0,0,0,0,0,47256,0,27.8,18.6,21.68,75.25,7.3,TUR,1,2,2210,1621,1770, 18 ,1693,28393, 17 , 6 ,970,456,380,0,9690, 32 ,Range-14
26/05/2018,SAO PAULO,,0,0,0,0,0,53929,0,23.3,14.9,17.8,77,5.6,SAT,3,2,4276,540,2193, 22 ,7388,25231, 27 , 15 ,1475,656,706,0,11364, 36 ,Range-30
26/06/2018,SAO PAULO,,0,0,0,0,0,35411,0,26.5,16.6,21.46,45,2.5,TUE,1,3,2220,181,1284, 13 ,2514,18977, 12 , 5 ,617,359,373,0,8825, 31 ,Range-14
26/07/2018,SAO PAULO,,0,0,0,0,0,33303,0,25.5,14.9,18.84,70.25,7.3,TUR,1,1,2075,387,1367, 22 ,2157,16879, 14 , 6 ,748,359,358,0,8909, 22 ,Range-13
26/08/2018,SAO PAULO,,0,0,0,0,0,51911,1,16.8,11.3,12.88,87,0,SUN,2,2,4814,259,2142, 6 ,5205,26979, 56 , 11 ,1007,826,653,0,9905, 48 ,Range-34
26/09/2018,SAO PAULO,,0,0,0,0,0,36014,0,32.2,18.3,23.38,66.5,0,WED,1,2,1928,123,1401, 1 ,2056,20907, 26 , -   ,715,268,265,0,8307, 17 ,Range-12
26/10/2018,SAO PAULO,,0,0,0,0,0,67732,5.7,25.4,17.5,21,85.5,1.1,FRI,3,2,4526,224,3621, 4 ,4664,30130, 79 , 6 ,1326,372,391,11379,10988, 22 ,Range-32
26/11/2018,SAO PAULO,,0,0,0,0,0,31871,3.6,22.5,17.6,18.98,71.25,0.8,MON,1,2,1984,92,1293, 2 ,2011,17558, 10 , 4 ,565,282,233,0,7817, 20 ,Range-12
26/12/2018,SAO PAULO,,0,0,0,0,0,48629,0.6,27.3,18,22.1,74,0,WED,1,3,2147,160,1489, 2 ,2579,29109, 36 , 5 ,940,333,375,0,11430, 24 ,Range-13
27/01/2018,SAO PAULO,,0,0,0,0,0,57982,0.3,25.1,18.5,21.12,85,1,SAT,3,3,3005,386,1950, -   ,3126,32931, 42 , 2 ,1610,590,683,0,13614, 43 ,Range-20
27/02/2018,SAO PAULO,,0,0,0,0,0,34290,73.1,28.5,19,22.92,84,3.6,TUE,1,1,1687,125,1279, -   ,1013,20200, 28 , -   ,760,402,381,0,8391, 24 ,Range-10
27/03/2018,SAO PAULO,,0,0,0,0,0,49163,13.6,28.6,18.3,22.02,86,2.7,TUE,1,2,2371,1034,1550, -   ,1094,26976, 29 , 10 ,672,374,343,5718,8963, 29 ,Range-15
27/04/2018,SAO PAULO,,0,0,0,0,0,64272,0,28.6,18.8,22.48,72.5,7.9,FRI,3,2,3923,3548,2987, 66 ,4700,31839, 38 , 6 ,1870,582,640,0,14033, 40 ,Range-27
27/05/2018,SAO PAULO,,0,0,0,0,0,39350,0,24.2,14.7,17.7,76.75,6,SUN,2,2,4035,370,1792, 17 ,5297,16484, 37 , 3 ,1119,811,647,0,8707, 31 ,Range-28
27/06/2018,SAO PAULO,,0,0,0,0,0,67487,0,23.4,15.5,18.62,70.75,7.3,WED,1,3,4348,273,1910, 52 ,4811,34986, 82 , 6 ,843,404,382,0,19352, 38 ,Range-31
27/07/2018,SAO PAULO,,0,0,0,0,0,52236,0,26.6,14.4,20.2,55.25,8.8,FRI,3,1,3691,559,1936, 19 ,4194,28747, 21 , 1 ,1358,329,403,0,10947, 31 ,Range-26
27/08/2018,SAO PAULO,,0,0,0,0,0,28582,0,16.8,11.2,13.56,82.25,0,MON,1,2,1870,117,1042, 2 ,1909,16084, 18 , 3 ,435,278,259,0,6542, 23 ,Range-11
27/09/2018,SAO PAULO,,0,0,0,0,0,34996,2,28.8,19.5,22.4,84,0,TUR,1,2,2385,176,1554, 2 ,2722,16982, 33 , 2 ,853,353,359,0,9544, 31 ,Range-15
27/10/2018,SAO PAULO,,0,0,0,0,0,69476,0.8,25.6,19.3,21.3,85,4.9,SAT,3,2,4688,320,3691, 5 ,5520,29673, 54 , 3 ,1441,506,468,12015,11068, 24 ,Range-33
27/11/2018,SAO PAULO,,0,0,0,0,0,34814,0,25.2,15.5,19.86,71.75,7.4,TUE,1,2,2099,119,1352, 1 ,2195,19132, 18 , 1 ,629,247,256,2,8740, 23 ,Range-13
27/12/2018,SAO PAULO,,0,0,0,0,0,48281,0,28.7,19,22.98,72,0,TUR,1,3,2464,195,1517, 6 ,3484,25655, 30 , 11 ,976,353,361,0,13193, 36 ,Range-16
28/01/2018,SAO PAULO,,0,0,0,0,0,47551,0,31.2,19.6,23.96,83,7.2,SUN,2,3,3191,329,1966, -   ,2596,25664, 36 , 2 ,1547,700,700,0,10765, 55 ,Range-22
28/02/2018,SAO PAULO,,0,0,0,0,0,46810,0,30.3,19.5,24.06,77,9.3,WED,1,1,2007,162,1604, -   ,1285,29132, 13 , 2 ,1037,484,439,0,10602, 43 ,Range-12
28/03/2018,SAO PAULO,,0,0,0,0,0,61150,8.7,28.2,19.1,22.16,83,1,WED,1,2,2611,1107,1944, -   ,1464,35051, 23 , 6 ,797,351,436,6362,10960, 38 ,Range-17
28/04/2018,SAO PAULO,,0,0,0,0,0,63821,0,28.4,19.3,22.64,71.5,7.3,SAT,3,2,4066,3779,2834, 57 ,5324,30244, 28 , 13 ,1899,698,698,0,14139, 42 ,Range-28
28/05/2018,SAO PAULO,,0,0,0,0,0,26390,0,22.6,12.9,16.74,73.25,7.2,MON,1,2,1894,179,1122, 6 ,2496,12920, 10 , 3 ,531,275,348,0,6591, 15 ,Range-11
28/06/2018,SAO PAULO,,0,0,0,0,0,32354,0,26,15.2,19.58,70,5.2,TUR,1,3,2342,199,1415, 12 ,3165,14273, 17 , 7 ,741,434,355,0,9362, 32 ,Range-15
28/07/2018,SAO PAULO,,0,0,0,0,0,59248,0,27.4,15,20.36,54.25,8.5,SAT,3,1,4105,677,2165, 44 ,4989,32420, 50 , 6 ,1548,489,601,0,12116, 38 ,Range-29
28/08/2018,SAO PAULO,,0,0,0,0,0,29105,0,24.8,12.6,17.14,77.5,7.8,TUE,1,2,1965,110,1113, 4 ,1987,15793, 16 , 2 ,428,255,290,0,7115, 27 ,Range-12
28/09/2018,SAO PAULO,,0,0,0,0,0,73227,11.1,22.2,18.8,20.24,87,0,FRI,3,2,4542,321,3100, -   ,4757,33094, 74 , 5 ,1672,405,438,13292,11508, 19 ,Range-32
28/10/2018,SAO PAULO,,0,0,0,0,0,53208,5.2,19.5,14,15.86,86.75,2.2,SUN,2,2,4021,275,2719, 3 ,4806,25428, 46 , 6 ,1332,538,345,4178,9494, 17 ,Range-28
28/11/2018,SAO PAULO,,0,0,0,0,0,37992,0,28.8,19.4,21.98,73.5,6.5,WED,1,2,2242,111,1479, 1 ,2135,20978, 13 , 1 ,670,285,324,0,9728, 25 ,Range-14
28/12/2018,SAO PAULO,,0,0,0,0,0,62508,0,0,18.9,0,0,0,FRI,3,3,3020,272,1886, 2 ,5126,37529, 25 , 1 ,1462,455,394,0,12304, 32 ,Range-20
29/01/2018,SAO PAULO,,0,0,0,0,0,41051,3,25.8,21.4,22.8,91,0.7,MON,1,3,1891,180,1389, -   ,1140,26871, 22 , 1 ,758,376,358,0,8033, 32 ,Range-11
29/03/2018,SAO PAULO,,0,0,0,0,0,100711,22.4,28.5,19.6,23.38,77.75,6.2,TUR,1,2,4029,1872,2832, -   ,2456,59153, 50 , 13 ,1362,547,643,10433,17254, 67 ,Range-28
29/04/2018,SAO PAULO,,0,0,0,0,0,51632,0,28.4,19,21.98,76,6.7,SUN,2,2,4347,3341,2621, 50 ,3967,23604, 27 , 11 ,1583,820,759,0,10454, 48 ,Range-31
29/05/2018,SAO PAULO,,0,0,0,0,0,36930,0,24,13.3,17.94,65,8.3,TUE,1,2,2377,201,1315, 13 ,2224,20273, 13 , 8 ,607,455,360,0,9065, 19 ,Range-15
29/06/2018,SAO PAULO,,0,0,0,0,0,53374,0,26.4,14.7,20.06,57.5,8.5,FRI,3,3,4047,348,2167, 47 ,6030,26220, 55 , 7 ,1277,493,497,0,12155, 31 ,Range-28
29/07/2018,SAO PAULO,,0,0,0,0,0,47817,0,29.2,16.1,22.58,42,5.2,SUN,2,1,4061,529,2010, 27 ,3571,25338, 28 , 4 ,1477,635,575,0,9521, 41 ,Range-28
29/08/2018,SAO PAULO,,0,0,0,0,0,31657,0,25.7,13.9,19.08,61.5,8.1,WED,1,2,2018,118,1154, 1 ,2043,18311, 18 , 1 ,484,270,252,0,6959, 28 ,Range-12
29/09/2018,SAO PAULO,,0,0,0,0,0,74611,0,28.2,18.4,21.92,78.25,0,SAT,3,2,4856,322,3143, 1 ,5611,33280, 50 , 9 ,1978,498,524,11658,12649, 32 ,Range-35
29/10/2018,SAO PAULO,,0,0,0,0,0,32246,0.1,21,13.4,16.6,82.75,0.7,MON,1,2,1859,110,1411, 2 ,1970,17471, 26 , 2 ,653,311,253,1184,6974, 20 ,Range-11
29/11/2018,SAO PAULO,,0,0,0,0,0,41293,0,29.8,19.2,23.38,67.25,5.6,TUR,1,2,2529,150,1810, -   ,3265,21002, 21 , 4 ,940,334,337,0,10871, 30 ,Range-16
29/12/2018,SAO PAULO,,0,0,0,0,0,58148,2.6,30.4,18.8,23.8,66.75,0,SAT,3,3,3297,338,1720, 5 ,5255,33861, 31 , 2 ,1347,420,423,0,11427, 22 ,Range-22
30/01/2018,SAO PAULO,,0,0,0,0,0,44406,35.1,21.8,18.2,19.8,85,0,TUE,1,3,2027,146,1460, -   ,1143,28110, 22 , 1 ,898,400,403,0,9755, 41 ,Range-12
30/03/2018,SAO PAULO,,0,0,0,0,0,69412,1.5,27.8,19.6,22.44,80.5,6.5,FRI,3,2,4436,2634,2760, -   ,3592,27168, 33 , 9 ,1073,810,638,13446,12772, 41 ,Range-31
30/04/2018,SAO PAULO,,0,0,0,0,0,86921,0,29,17,22.82,56.25,8.8,MON,1,2,4335,2804,2771, 42 ,3452,53509, 28 , 12 ,1680,671,641,0,16930, 46 ,Range-31
30/05/2018,SAO PAULO,,0,0,0,0,0,61792,0,24.4,13.4,18.12,61.75,8.4,WED,1,2,4249,380,2125, 33 ,4753,32491, 27 , 10 ,1061,515,461,0,15662, 25 ,Range-30
30/06/2018,SAO PAULO,,0,0,0,0,0,58749,0,26.8,15.1,20.18,72,6.6,SAT,3,3,4083,397,2333, 47 ,7018,29736, 59 , 8 ,1447,627,664,0,12290, 40 ,Range-29
30/07/2018,SAO PAULO,,0,0,0,0,0,37330,0,25.2,16.4,18.72,74.5,2.5,MON,1,1,2522,248,1343, 14 ,1550,21943, 15 , 5 ,739,310,315,0,8300, 26 ,Range-16
30/08/2018,SAO PAULO,,0,0,0,0,0,33739,0,29.2,14.5,21.94,47.5,10.1,TUR,1,2,2238,187,1449, 6 ,3041,16579, 44 , 1 ,623,280,347,0,8899, 45 ,Range-14
30/09/2018,SAO PAULO,,0,0,0,0,0,54563,0,28.9,19.2,21.9,81.5,0,SUN,2,2,4745,287,2551, 5 ,5541,28180, 49 , 4 ,1662,693,577,287,9937, 45 ,Range-34
30/10/2018,SAO PAULO,,0,0,0,0,0,34293,0,28,15.6,19.72,72.75,7.6,TUE,1,2,2096,120,1395, 2 ,2014,18388, 25 , 4 ,657,305,293,1091,7881, 22 ,Range-13
30/11/2018,SAO PAULO,,0,0,0,0,0,69398,2,31.5,20,23.48,74.5,7,FRI,3,2,4586,364,2934, 5 ,6822,38270, 81 , 8 ,1727,481,476,0,13622, 22 ,Range-33
30/12/2018,SAO PAULO,,0,0,0,0,0,46080,0,32.4,19.1,24.34,66.25,0,SUN,2,3,2640,270,1467, -   ,4507,25724, 18 , 3 ,1052,437,377,0,9573, 12 ,Range-17
31/01/2018,SAO PAULO,,0,0,0,0,0,46244,16.8,25.5,17.2,21.02,78,9.9,WED,1,3,2122,191,1449, -   ,1152,29680, 13 , 1 ,880,370,350,0,10001, 35 ,Range-13
31/03/2018,SAO PAULO,,0,0,0,0,0,71156,7,28.3,19.3,22.48,78,4.2,SAT,3,2,3429,2238,2284, 1 ,4129,33570, 51 , 14 ,1445,516,612,10420,12418, 29 ,Range-23
31/05/2018,SAO PAULO,,0,0,0,0,0,64094,0,25.1,12.5,18.74,65.25,8.1,TUR,1,2,5599,405,2639, 41 ,6981,29729, 44 , 18 ,1339,784,686,0,15792, 37 ,Range-28
31/07/2018,SAO PAULO,,0,0,0,0,0,39643,24.2,18.4,13.3,15.04,82.25,2,TUE,1,1,2488,266,1438, 14 ,1660,22746, 23 , 3 ,724,357,302,0,9601, 21 ,Range-16
31/08/2018,SAO PAULO,,0,0,0,0,0,62868,0,29.8,15.9,22.94,45.5,10.5,FRI,3,2,4217,347,2446, 5 ,6258,35234, 59 , 4 ,1221,331,472,0,12233, 41 ,Range-30
31/10/2018,SAO PAULO,,0,0,0,0,0,50431,0,31.4,16.7,21.62,72.25,7.3,WED,1,2,2658,134,1967, 5 ,3022,27779, 34 , 5 ,933,328,314,1471,11767, 14 ,Range-17
31/12/2018,SAO PAULO,,0,0,0,0,0,10445,0,31,19.2,24.2,66.75,0,MON,1,3,501,46,369, -   ,861,5164, 5 , 3 ,216,182,207,0,2874, 17 ,Range-01
